"scenario_id","method","n_AB","n_covariates","population_overlap","effect_modifiers","n_success","true_value","bias","empirical_se","model_se","rmse","coverage","ess_mean","ess_median","convergence_rate","mean_time"
"S027","EbEL",500,3,"low","one",1000,0.2,-0.0650255983286449,0.754040022384997,0.602175142360063,0.756462892309336,0.878,25.9713109170773,24.1198112881205,1,0.00869226193428039
"S027","EbTotal",500,3,"low","one",1000,0.2,-0.0359075826423046,0.372708285796257,0.371164952693444,0.374248459350332,0.957,143.394139127241,142.861570768539,1,0.00989864110946655
"S027","SigTotal",500,3,"low","one",1000,0.2,-0.035907582666837,0.372708285769875,0.371164952680592,0.374248459326439,0.957,143.39413914288,142.861570768539,1,0.00940544867515562
"S028","Bucher",100,6,"high","one",1000,0.2,-0.0790294692496796,0.457737132287028,0.449790296143845,0.464283766679349,0.947,100,100,1,8.42926502227785e-05
"S028","EbArm",100,6,"high","one",1000,0.2,-0.0382799748666117,0.472651928842165,0.498871314442026,0.473963925281417,0.962,79.6932102557215,80.6152668667933,1,0.0090282609462738
"S028","EbEL",100,6,"high","one",1000,0.2,-0.0335511813107973,0.498767078105165,0.483801656443995,0.499645385619353,0.953,84.8467490313514,86.3021688698805,1,0.00900083088874818
"S028","EbTotal",100,6,"high","one",1000,0.2,-0.0327177415438753,0.490109067434348,0.47818003828183,0.490955335743606,0.952,87.610481661808,88.3540294148057,1,0.00747551870346069
"S028","SigTotal",100,6,"high","one",1000,0.2,-0.032717741524503,0.490109067425494,0.478180038284497,0.490955335733485,0.952,87.6104816607825,88.3540294148057,1,0.00683308959007263
"S029","Bucher",300,6,"high","one",1000,0.2,-0.0947007071712654,0.302989453394058,0.297235771704742,0.317299590604684,0.946,300,300,1,6.07156753540039e-05
"S029","EbArm",300,6,"high","one",1000,0.2,-0.0470600998755366,0.293242171690576,0.309473378268452,0.296849512862735,0.963,265.243200710241,266.475665045916,1,0.0119114224910736
"S029","EbEL",300,6,"high","one",1000,0.2,-0.0403160204342146,0.312685880832432,0.308144944689061,0.315119134797515,0.948,269.263345758427,272.255719453255,1,0.00995165681838989
"S029","EbTotal",300,6,"high","one",1000,0.2,-0.0433172843765222,0.311221732493334,0.305859698691163,0.314067659804592,0.948,274.944997789497,276.103992167698,1,0.00885337924957276
"S029","SigTotal",300,6,"high","one",1000,0.2,-0.0433172843765222,0.311221732493334,0.305859698691163,0.314067659804592,0.948,274.944997789497,276.103992167698,1,0.00915524339675903
"S030","Bucher",500,6,"high","one",1000,0.2,-0.0661365925563447,0.253835290179664,0.257029092609495,0.2621869010096,0.947,500,500,1,0.000143300771713256
"S030","EbArm",500,6,"high","one",1000,0.2,-0.0194775315716202,0.240938945618593,0.264010171272736,0.241604838892782,0.972,450.360810174024,451.381744893187,1,0.0142662971019745
"S030","EbEL",500,6,"high","one",1000,0.2,-0.0206085049808687,0.258385417991339,0.263643754377391,0.259077153921134,0.96,453.833292151307,458.753682487381,1,0.0115009272098541
"S030","EbTotal",500,6,"high","one",1000,0.2,-0.0213273259324905,0.257168220897432,0.262200517786259,0.257922882228665,0.962,462.497424458639,464.270906925267,1,0.0101139953136444
"S030","SigTotal",500,6,"high","one",1000,0.2,-0.0213273259324905,0.257168220897432,0.262200517786259,0.257922882228665,0.962,462.497424458639,464.270906925267,1,0.0117836201190949
"S031","Bucher",100,6,"medium","one",1000,0.2,-0.145691963421401,0.461815497439524,0.44945287822311,0.484031433201629,0.938,100,100,1,6.76085948944092e-05
"S031","EbArm",100,6,"medium","one",1000,0.2,-0.0326320102339478,0.55993592113373,0.566712944383418,0.560606417758494,0.948,59.2302681793907,59.8651633147504,1,0.00911511754989624
"S031","EbEL",100,6,"medium","one",1000,0.2,-0.027756789707972,0.619375843500782,0.566320600218979,0.619688025099474,0.927,55.1134189702702,55.373478776657,1,0.00677373242378236
"S031","EbTotal",100,6,"medium","one",1000,0.2,-0.03260773162414,0.566701165674176,0.53324723196329,0.567355554416245,0.944,66.5768000870082,66.9168878849765,1,0.0056555106639862
